label,merged_label,latitude,longitude,year,example_path
Timber plantation,Plantation,1.907,15.92075,2017,examples/15.920750000000002_1.9069999999999998
Timber plantation,Plantation,1.968875,15.889,2017,examples/15.889_1.9688749999999997
Timber plantation,Plantation,1.939375,15.883125,2017,examples/15.883125000000001_1.939375
Timber plantation,Plantation,1.9125,15.874875,2017,examples/15.874875_1.9124999999999996
Timber plantation,Plantation,1.901375,15.94219643,2017,examples/15.942196428571432_1.9013750000000005
Timber plantation,Plantation,1.770125,16.01125,2017,examples/16.011249999999997_1.770124999999999
Timber plantation,Plantation,1.9343125,15.8793125,2017,examples/15.879312500000001_1.9343125
Timber plantation,Plantation,1.915375,15.880875,2017,examples/15.880875000000001_1.9153749999999998
Timber plantation,Plantation,1.9295,15.857,2017,examples/15.857_1.9295000000000004
Timber plantation,Plantation,1.934625,15.875875,2017,examples/15.875875000000002_1.9346249999999996
Timber plantation,Plantation,1.911125,15.915125,2017,examples/15.915125_1.911124999999999
Timber plantation,Plantation,1.957413462,15.85406731,2017,examples/15.85406730769231_1.957413461538461
Timber plantation,Plantation,1.912375,15.909875,2017,examples/15.909874999999998_1.912375
Timber plantation,Plantation,1.962375,15.85184722,2017,examples/15.851847222222217_1.962374999999999
Timber plantation,Plantation,1.948291667,15.83316667,2017,examples/15.833166666666665_1.948291666666667
Timber plantation,Plantation,1.786810484,15.92014113,2017,examples/15.920141129032256_1.7868104838709673
Timber plantation,Plantation,1.95540625,15.84865625,2017,examples/15.84865625_1.9554062500000005
Timber plantation,Plantation,1.927708333,15.86170833,2017,examples/15.861708333333334_1.9277083333333334
Timber plantation,Plantation,1.911375,15.874125,2017,examples/15.874125000000003_1.9113749999999998
Timber plantation,Plantation,1.932513889,15.88468056,2017,examples/15.884680555555555_1.9325138888888886
Timber plantation,Plantation,1.9256,15.885175,2017,examples/15.885175000000004_1.9256
Timber plantation,Plantation,1.913325,15.903475,2017,examples/15.903474999999998_1.9133250000000002
Timber plantation,Plantation,1.920125,15.87675,2017,examples/15.87675_1.9201249999999994
Timber plantation,Plantation,1.899775,15.868925,2017,examples/15.868924999999999_1.8997749999999998
Timber plantation,Plantation,1.950541667,15.84004167,2017,examples/15.840041666666664_1.9505416666666662
Timber plantation,Plantation,1.791125,15.882125,2017,examples/15.882125_1.791125
Timber plantation,Plantation,1.902776042,15.87088542,2017,examples/15.870885416666663_1.9027760416666673
Timber plantation,Plantation,1.953975,15.846325,2017,examples/15.846324999999998_1.9539749999999994
Timber plantation,Plantation,1.926875,15.884875,2017,examples/15.884875_1.926875
Timber plantation,Plantation,1.924732143,15.87716071,2017,examples/15.877160714285713_1.924732142857143
Timber plantation,Plantation,1.937791667,15.87445833,2017,examples/15.874458333333333_1.9377916666666666
Timber plantation,Plantation,1.783375,15.92975,2017,examples/15.92975_1.7833749999999993
Timber plantation,Plantation,1.927943709,15.88414136,2017,examples/15.884141364902483_1.9279437093779022
Timber plantation,Plantation,1.933085784,15.88703186,2017,examples/15.8870318627451_1.933085784313725
Timber plantation,Plantation,1.908,15.865125,2017,examples/15.865125_1.9080000000000004
Timber plantation,Plantation,1.961625,15.863625,2017,examples/15.863624999999999_1.961625
Timber plantation,Plantation,1.901041667,15.86904167,2017,examples/15.869041666666662_1.901041666666666
Timber plantation,Plantation,1.911625,15.913625,2017,examples/15.913625_1.911625
Timber plantation,Plantation,1.898904412,15.87043382,2017,examples/15.870433823529407_1.8989044117647054
Timber plantation,Plantation,1.956458333,15.85745833,2017,examples/15.857458333333332_1.9564583333333332
Timber plantation,Plantation,1.937375,15.875125,2017,examples/15.875125000000002_1.9373750000000005
Timber plantation,Plantation,1.963875,15.857125,2017,examples/15.857124999999998_1.9638749999999998
Timber plantation,Plantation,1.792,15.914875,2017,examples/15.914875_1.792
Timber plantation,Plantation,1.768902778,16.00451389,2017,examples/16.00451388888889_1.7689027777777768
Timber plantation,Plantation,1.939625,15.87269643,2017,examples/15.872696428571428_1.9396249999999993
Timber plantation,Plantation,1.823625,15.870875,2017,examples/15.870875_1.8236249999999996
Timber plantation,Plantation,1.797171875,15.89004688,2017,examples/15.890046875_1.7971718749999996
Timber plantation,Plantation,1.939375,15.881875,2017,examples/15.881875000000003_1.939375
Timber plantation,Plantation,1.925375,15.891375,2017,examples/15.891375000000002_1.9253749999999996
Timber plantation,Plantation,1.964375,15.860375,2017,examples/15.860375_1.9643749999999993
Timber plantation,Plantation,1.925708333,15.88340278,2017,examples/15.883402777777778_1.9257083333333334
Timber plantation,Plantation,1.918625,15.872875,2017,examples/15.872875_1.9186249999999998
Timber plantation,Plantation,1.93325,15.886125,2017,examples/15.886124999999998_1.93325
Timber plantation,Plantation,1.91,15.874625,2017,examples/15.874625000000002_1.909999999999999
Timber plantation,Plantation,1.929975,15.860375,2017,examples/15.860375000000001_1.929975
Timber plantation,Plantation,2.034822368,15.853375,2017,examples/15.853375000000003_2.0348223684210525
Timber plantation,Plantation,1.909875,15.916625,2017,examples/15.916625000000002_1.9098749999999993
Timber plantation,Plantation,1.913875,15.880625,2017,examples/15.880624999999998_1.9138749999999998
Timber plantation,Plantation,1.963125,15.8854375,2017,examples/15.885437499999998_1.9631249999999993
Timber plantation,Plantation,1.937544355,15.88535887,2017,examples/15.885358870967748_1.9375443548387101
Timber plantation,Plantation,1.808105769,15.89286058,2017,examples/15.89286057692308_1.8081057692307692
Timber plantation,Plantation,1.959875,15.825625,2017,examples/15.825624999999999_1.959874999999999
Timber plantation,Plantation,1.921458333,15.89220833,2017,examples/15.892208333333334_1.9214583333333337
Timber plantation,Plantation,1.91,15.8665,2017,examples/15.8665_1.9099999999999993
Timber plantation,Plantation,1.794541667,15.91604167,2017,examples/15.916041666666663_1.7945416666666671
Timber plantation,Plantation,1.929875,15.856625,2017,examples/15.856624999999998_1.929875
Timber plantation,Plantation,1.919875,15.890125,2017,examples/15.890125000000001_1.9198750000000002
Timber plantation,Plantation,1.959375,15.86225,2017,examples/15.86225_1.9593749999999996
Timber plantation,Plantation,1.960725,15.883175,2017,examples/15.883175000000001_1.9607250000000005
Timber plantation,Plantation,1.942215909,15.96035227,2017,examples/15.96035227272727_1.9422159090909081
Timber plantation,Plantation,1.915625,15.85575,2017,examples/15.855749999999999_1.9156249999999992
Timber plantation,Plantation,1.780875,15.944,2017,examples/15.944_1.7808749999999993
Timber plantation,Plantation,1.94875,15.835375,2017,examples/15.835375_1.9487499999999995
Timber plantation,Plantation,1.921458333,15.89089167,2017,examples/15.890891666666667_1.921458333333334
Timber plantation,Plantation,1.937625,15.887,2017,examples/15.887_1.937625
Timber plantation,Plantation,1.90025,15.87225,2017,examples/15.872250000000001_1.9002499999999998
Timber plantation,Plantation,1.917125,15.878,2017,examples/15.878_1.9171249999999993
Timber plantation,Plantation,1.89859375,15.8678125,2017,examples/15.867812500000003_1.898593749999999
Timber plantation,Plantation,1.895375,15.949375,2017,examples/15.949375000000002_1.8953749999999998
Timber plantation,Plantation,1.914625,15.89125,2017,examples/15.89125_1.9146250000000002
Timber plantation,Plantation,1.93225,15.885875,2017,examples/15.885874999999999_1.9322499999999998
Timber plantation,Plantation,1.843625,15.845625,2017,examples/15.845624999999998_1.843625
Timber plantation,Plantation,1.851625,15.8355,2017,examples/15.8355_1.8516249999999994
Timber plantation,Plantation,1.92675,15.875,2017,examples/15.875000000000002_1.926749999999999
Timber plantation,Plantation,1.936025,15.875075,2017,examples/15.875075_1.9360249999999997
Timber plantation,Plantation,1.79725,15.888625,2017,examples/15.888625000000001_1.7972499999999998
Timber plantation,Plantation,1.905625,15.86675,2017,examples/15.866750000000003_1.9056249999999997
Timber plantation,Plantation,2.136875,15.911375,2017,examples/15.911375_2.136875
Timber plantation,Plantation,1.934070652,15.88382609,2017,examples/15.883826086956525_1.934070652173913
Timber plantation,Plantation,1.929,15.862125,2017,examples/15.862125_1.9289999999999994
Timber plantation,Plantation,1.844125,15.846125,2017,examples/15.846125000000002_1.844125
Timber plantation,Plantation,1.791375,15.882375,2017,examples/15.882374999999998_1.7913749999999993
Timber plantation,Plantation,1.954875,15.8445,2017,examples/15.844499999999998_1.9548750000000004
Timber plantation,Plantation,1.93275,15.888625,2017,examples/15.888625_1.9327499999999995
Timber plantation,Plantation,1.915375,15.882125,2017,examples/15.882124999999997_1.9153749999999998
Timber plantation,Plantation,2.022875,16.052125,2017,examples/16.052125_2.0228749999999995
Timber plantation,Plantation,1.9344375,15.872625,2017,examples/15.872625000000005_1.9344375
Timber plantation,Plantation,1.924875,15.878375,2017,examples/15.878375000000002_1.9248750000000001
Timber plantation,Plantation,1.938041667,15.88629167,2017,examples/15.886291666666665_1.9380416666666664
Timber plantation,Plantation,1.933875,15.879375,2017,examples/15.879374999999998_1.9338749999999998
Timber plantation,Plantation,1.927375,15.862125,2017,examples/15.862124999999999_1.9273749999999996
Timber plantation,Plantation,1.952125,15.834625,2017,examples/15.834624999999997_1.9521249999999997
Timber plantation,Plantation,1.948525,15.836325,2017,examples/15.836325000000002_1.9485250000000005
Timber plantation,Plantation,1.906279762,15.92379167,2017,examples/15.923791666666668_1.906279761904762
Timber plantation,Plantation,1.958958333,15.85420833,2017,examples/15.854208333333334_1.9589583333333334
Timber plantation,Plantation,1.950458333,15.83704167,2017,examples/15.83704166666667_1.9504583333333334
Timber plantation,Plantation,1.93525,15.87675,2017,examples/15.87675_1.9352499999999997
Timber plantation,Plantation,1.924375,15.891875,2017,examples/15.891874999999999_1.9243750000000004
Timber plantation,Plantation,1.962375,15.859375,2017,examples/15.859374999999998_1.962375
Timber plantation,Plantation,1.796375,15.91575,2017,examples/15.915750000000003_1.796375
Timber plantation,Plantation,1.939875,15.874625,2017,examples/15.874625_1.9398749999999996
Timber plantation,Plantation,1.967083333,15.88695833,2017,examples/15.886958333333334_1.9670833333333337
Timber plantation,Plantation,1.782875,15.930125,2017,examples/15.930125000000002_1.7828749999999998
Timber plantation,Plantation,1.915375,15.87798214,2017,examples/15.877982142857144_1.915374999999999
Timber plantation,Plantation,1.964125,15.860125,2017,examples/15.860125_1.9641250000000001
Timber plantation,Plantation,1.916625,15.861875,2017,examples/15.861875000000003_1.9166249999999998
Timber plantation,Plantation,1.79290625,15.91515625,2017,examples/15.915156249999997_1.7929062500000001
Timber plantation,Plantation,1.854375,15.846125,2017,examples/15.846124999999999_1.854375
Timber plantation,Plantation,1.928625,15.863,2017,examples/15.862999999999998_1.9286249999999994
Timber plantation,Plantation,1.924958333,15.87529167,2017,examples/15.875291666666664_1.9249583333333327
Timber plantation,Plantation,1.912791667,15.90679924,2017,examples/15.906799242424247_1.912791666666667
Timber plantation,Plantation,1.851625,15.834625,2017,examples/15.834624999999997_1.8516249999999994
Timber plantation,Plantation,1.906625,15.921375,2017,examples/15.921375_1.9066250000000002
Timber plantation,Plantation,1.957875,15.858125,2017,examples/15.858125_1.9578749999999996
Timber plantation,Plantation,1.92725,15.85875,2017,examples/15.858749999999999_1.9272500000000001
Timber plantation,Plantation,1.903041667,15.86945833,2017,examples/15.869458333333334_1.9030416666666663
Timber plantation,Plantation,1.823875,15.870625,2017,examples/15.870625_1.8238750000000004
Timber plantation,Plantation,1.930125,15.863,2017,examples/15.862999999999998_1.9301249999999999
Timber plantation,Plantation,1.768375,16.00225,2017,examples/16.002250000000004_1.7683749999999998
Timber plantation,Plantation,1.916875,15.875125,2017,examples/15.875124999999997_1.9168750000000003
Timber plantation,Plantation,1.951125,15.835875,2017,examples/15.835875000000001_1.951125
Timber plantation,Plantation,1.938680556,15.87901389,2017,examples/15.879013888888887_1.9386805555555555
Timber plantation,Plantation,1.784647727,15.92796591,2017,examples/15.927965909090908_1.784647727272727
Timber plantation,Plantation,1.934625,15.878875,2017,examples/15.878875000000003_1.9346249999999996
Timber plantation,Plantation,1.912125,15.911,2017,examples/15.910999999999998_1.9121249999999996
Timber plantation,Plantation,2.111291667,16.00629167,2017,examples/16.006291666666666_2.111291666666667
Timber plantation,Plantation,1.854575,15.855975,2017,examples/15.855974999999997_1.8545750000000003
Timber plantation,Plantation,1.934125,15.877625,2017,examples/15.877625_1.9341249999999999
Timber plantation,Plantation,1.915200581,15.87493314,2017,examples/15.874933139534887_1.9152005813953483
Timber plantation,Plantation,1.89625,15.948125,2017,examples/15.948124999999997_1.8962499999999993
Timber plantation,Plantation,1.949791667,15.83170833,2017,examples/15.831708333333331_1.9497916666666666
Timber plantation,Plantation,1.90175,15.873875,2017,examples/15.873875000000005_1.90175
Timber plantation,Plantation,1.91809375,15.8724375,2017,examples/15.872437500000004_1.9180937500000004
Timber plantation,Plantation,1.911875,15.912375,2017,examples/15.912374999999999_1.9118749999999993
Timber plantation,Plantation,1.917,15.87725,2017,examples/15.877250000000004_1.917
Timber plantation,Plantation,1.924803571,15.88291071,2017,examples/15.882910714285714_1.9248035714285716
Timber plantation,Plantation,1.895625,15.949125,2017,examples/15.949124999999999_1.8956249999999997
Timber plantation,Plantation,1.965458333,15.88695833,2017,examples/15.886958333333336_1.965458333333333
Timber plantation,Plantation,1.876875,15.973875,2017,examples/15.973874999999998_1.876875
Timber plantation,Plantation,1.934875,15.877125,2017,examples/15.877125000000001_1.9348750000000001
Timber plantation,Plantation,2.005048077,15.84141346,2017,examples/15.841413461538462_2.0050480769230763
Timber plantation,Plantation,1.831166185,15.86797031,2017,examples/15.867970305309175_1.8311661849316692
Timber plantation,Plantation,1.951375,15.836125,2017,examples/15.836125_1.9513749999999996
Timber plantation,Plantation,1.928625,15.865125,2017,examples/15.865125000000003_1.9286249999999991
Small-scale maize plantation,Smallholder agriculture,2.947291667,11.40004167,2017,examples/11.400041666666665_2.9472916666666666
Hunting,Other,4.884875,12.4231875,2017,examples/12.423187499999996_4.884875
Hunting,Other,3.514125,15.244625,2017,examples/15.244625_3.514125
Hunting,Other,2.439375,15.4205,2017,examples/15.4205_2.4393749999999996
Hunting,Other,3.062325,14.706075,2017,examples/14.706074999999998_3.0623250000000004
Hunting,Other,3.4885,14.893375,2017,examples/14.893374999999999_3.4884999999999997
Hunting,Other,2.679675,15.316975,2017,examples/15.316974999999998_2.6796749999999996
Hunting,Other,8.502375,13.667,2017,examples/13.667_8.502375
Hunting,Other,8.426375,12.966375,2017,examples/12.966375000000001_8.426375
Hunting,Other,2.45575,15.495625,2017,examples/15.495625000000002_2.4557499999999997
Hunting,Other,5.2626875,12.7810625,2017,examples/12.781062499999999_5.2626875
Hunting,Other,5.9665,12.40425,2017,examples/12.40425_5.9665
Hunting,Other,5.079,12.437375,2017,examples/12.437375_5.079
Hunting,Other,2.122125,14.900375,2017,examples/14.900374999999999_2.122125
Hunting,Other,2.773125,15.403625,2017,examples/15.403625_2.7731249999999994
Hunting,Other,2.471375,12.815875,2017,examples/12.815874999999998_2.4713749999999997
Other large-scale plantations,Plantation,3.623625,10.0775,2017,examples/10.0775_3.623625
Other large-scale plantations,Plantation,4.685875,14.225125,2017,examples/14.225125_4.685874999999999
Fruit plantation,Plantation,4.719625,9.657125,2017,examples/9.657125_4.719625000000001
Fruit plantation,Plantation,4.722490385,9.713163462,2017,examples/9.713163461538462_4.722490384615384
Fruit plantation,Plantation,4.846875,9.79375,2017,examples/9.79375_4.846875
Rubber plantation,Plantation,4.012833333,9.265729167,2017,examples/9.265729166666667_4.012833333333333
Other large-scale plantations,Plantation,6.385208333,10.82216667,2017,examples/10.82216666666667_6.385208333333333
Other large-scale plantations,Plantation,6.099428571,10.39819643,2017,examples/10.39819642857143_6.0994285714285725
Fruit plantation,Plantation,4.726486111,9.775152778,2017,examples/9.775152777777777_4.72648611111111
Other large-scale plantations,Plantation,6.079225,10.363575,2017,examples/10.363574999999999_6.079224999999999
Rubber plantation,Plantation,3.231,12.406125,2017,examples/12.406125_3.231
Wildfire,Other,8.381125,13.609875,2017,examples/13.609875_8.381125
Wildfire,Other,9.25355,14.23395,2017,examples/14.233950000000002_9.25355
Wildfire,Other,8.385319444,13.61193056,2017,examples/13.611930555555558_8.385319444444445
Wildfire,Other,8.389208333,13.60595833,2017,examples/13.605958333333332_8.38920833333333
Wildfire,Other,8.385125,13.60653409,2017,examples/13.606534090909092_8.385125
Wildfire,Other,8.385053571,13.60544643,2017,examples/13.60544642857143_8.38505357142857
Wildfire,Other,8.672741788,13.81088437,2017,examples/13.81088436644617_8.672741788321169
Wildfire,Other,8.423275,13.509075,2017,examples/13.509075000000001_8.423275
Wildfire,Other,8.390375,13.610625,2017,examples/13.610625000000002_8.390374999999999
Wildfire,Other,8.385625,13.605125,2017,examples/13.605125000000001_8.385625000000001
Wildfire,Other,8.63175,14.211875,2017,examples/14.211875_8.631749999999998
Wildfire,Other,8.385375,13.604875,2017,examples/13.604875_8.385375000000002
Wildfire,Other,8.528875,14.38358654,2017,examples/14.383586538461538_8.528875000000001
Wildfire,Other,9.254875,14.232375,2017,examples/14.232375000000001_9.254875
Wildfire,Other,8.387217262,13.60922411,2017,examples/13.609224113343256_8.38721726190476
Wildfire,Other,9.2545,14.232875,2017,examples/14.232875000000002_9.2545
Wildfire,Other,8.394306818,13.61530682,2017,examples/13.61530681818182_8.394306818181818
Oil palm plantation,Plantation,3.134125,12.27419643,2017,examples/12.274196428571429_3.1341250000000005
Oil palm plantation,Plantation,2.288375,11.280125,2017,examples/11.280124999999998_2.288375
Rubber plantation,Plantation,3.0608,12.4068,2017,examples/12.406799999999997_3.0607999999999986
Rubber plantation,Plantation,3.195375,12.404625,2017,examples/12.404625_3.195375
Selective logging,Other,4.124190789,10.42213816,2017,examples/10.422138157894734_4.124190789473684
Selective logging,Other,4.186125,13.101125,2017,examples/13.101125_4.186125
Selective logging,Other,3.019125,15.212125,2017,examples/15.212125000000002_3.019125
Selective logging,Other,3.10875,13.8860625,2017,examples/13.886062500000001_3.1087500000000006
Selective logging,Other,5.61239881,9.471446429,2017,examples/9.471446428571427_5.612398809523808
Selective logging,Other,3.516725,13.380675,2017,examples/13.380675000000002_3.5167250000000005
Selective logging,Other,3.826666667,14.91704167,2017,examples/14.917041666666666_3.8266666666666667
Selective logging,Other,3.376625,14.4755,2017,examples/14.4755_3.376625
Selective logging,Other,2.589,15.891125,2017,examples/15.891124999999997_2.589
Selective logging,Other,4.13775,14.74325,2017,examples/14.743250000000002_4.13775
Selective logging,Other,5.454708333,11.99416667,2017,examples/11.994166666666668_5.454708333333334
Selective logging,Other,2.225375,14.278875,2017,examples/14.278875_2.225375
Selective logging,Other,2.852375,11.42,2017,examples/11.42_2.852375
Selective logging,Other,3.766846154,10.93322115,2017,examples/10.933221153846155_3.7668461538461537
Selective logging,Other,2.659830882,10.80684559,2017,examples/10.806845588235296_2.6598308823529413
Selective logging,Other,2.658336538,11.78525962,2017,examples/11.785259615384613_2.658336538461538
Selective logging,Other,4.7005,10.304125,2017,examples/10.304124999999999_4.7005
Selective logging,Other,3.486482143,12.16108929,2017,examples/12.161089285714283_3.4864821428571426
Selective logging,Other,5.097,11.90575,2017,examples/11.90575_5.0969999999999995
Selective logging,Other,3.09675,14.55325,2017,examples/14.553250000000002_3.0967499999999997
Selective logging,Other,3.401166667,14.507625,2017,examples/14.507624999999997_3.401166666666666
Selective logging,Other,5.341625,12.171375,2017,examples/12.171375000000001_5.341625
Selective logging,Other,5.214625,9.493125,2017,examples/9.493125_5.214625
Selective logging,Other,3.42925,13.66115625,2017,examples/13.661156249999998_3.4292499999999992
Selective logging,Other,2.493875,12.811375,2017,examples/12.811375000000002_2.4938749999999996
Selective logging,Other,4.084875,14.877125,2017,examples/14.877125000000001_4.084875
Selective logging,Other,5.32075,11.225625,2017,examples/11.225625_5.32075
Selective logging,Other,4.3046875,10.7473125,2017,examples/10.7473125_4.3046875
Selective logging,Other,2.607375,9.993416667,2017,examples/9.993416666666667_2.607375
Selective logging,Other,2.609475,13.987925,2017,examples/13.987925_2.609475
Selective logging,Other,2.933,14.126125,2017,examples/14.126125000000002_2.9330000000000003
Selective logging,Other,3.051916667,14.21366667,2017,examples/14.213666666666663_3.051916666666666
Selective logging,Other,3.589791667,10.757,2017,examples/10.757000000000003_3.5897916666666667
Selective logging,Other,2.595875,11.350875,2017,examples/11.350874999999998_2.5958750000000004
Selective logging,Other,5.723625,9.812875,2017,examples/9.812875_5.723625
Selective logging,Other,2.548791667,11.79070833,2017,examples/11.790708333333331_2.5487916666666663
Selective logging,Other,2.828375,12.895125,2017,examples/12.895125000000002_2.828375
Selective logging,Other,3.963958333,14.115875,2017,examples/14.115874999999999_3.963958333333333
Selective logging,Other,2.244375,15.219875,2017,examples/15.219875_2.244375
Selective logging,Other,2.494125,12.287375,2017,examples/12.287374999999999_2.4941249999999995
Selective logging,Other,2.92275,12.642125,2017,examples/12.642125_2.9227499999999997
Selective logging,Other,4.181517857,14.01730357,2017,examples/14.017303571428572_4.181517857142857
Selective logging,Other,2.479875,15.24225,2017,examples/15.242250000000002_2.479875
Selective logging,Other,2.10625,15.422375,2017,examples/15.422374999999995_2.1062499999999997
Selective logging,Other,4.916,13.009125,2017,examples/13.009125000000001_4.916
Selective logging,Other,3.4098125,14.7923125,2017,examples/14.792312499999998_3.4098125
Selective logging,Other,4.452525,10.668425,2017,examples/10.668424999999997_4.452525
Selective logging,Other,3.751125,11.793375,2017,examples/11.793375_3.7511249999999996
Selective logging,Other,2.5155,10.9705,2017,examples/10.970500000000003_2.5155
Selective logging,Other,4.064125,14.640625,2017,examples/14.640625_4.064125
Selective logging,Other,3.791239865,13.11611486,2017,examples/13.116114864864866_3.791239864864865
Selective logging,Other,4.004666667,14.07933333,2017,examples/14.079333333333336_4.004666666666666
Selective logging,Other,4.847125,9.879625,2017,examples/9.879625_4.847124999999999
Selective logging,Other,5.058125,12.59675,2017,examples/12.59675_5.0581249999999995
Selective logging,Other,3.232375,14.024875,2017,examples/14.024875_3.2323749999999998
Selective logging,Other,2.810125,12.291875,2017,examples/12.291875000000001_2.8101249999999993
Selective logging,Other,3.1894375,14.970875,2017,examples/14.970875000000001_3.1894375
Selective logging,Other,3.500666667,10.69033333,2017,examples/10.690333333333331_3.500666666666667
Selective logging,Other,3.506416667,12.5126875,2017,examples/12.5126875_3.5064166666666683
Selective logging,Other,4.194375,13.649,2017,examples/13.649_4.194375000000001
Selective logging,Other,5.72575,11.458125,2017,examples/11.458124999999999_5.72575
Selective logging,Other,3.6765,13.909125,2017,examples/13.909125000000001_3.6765000000000003
Selective logging,Other,3.726875,13.387375,2017,examples/13.387374999999999_3.726875
Selective logging,Other,3.2226875,15.64434375,2017,examples/15.644343749999999_3.2226874999999997
Selective logging,Other,4.793125,10.401875,2017,examples/10.401874999999999_4.793125000000001
Selective logging,Other,5.097375,8.941375,2017,examples/8.941375_5.0973749999999995
Selective logging,Other,4.208475,14.194825,2017,examples/14.194825000000002_4.208475000000001
Selective logging,Other,2.60525,12.528125,2017,examples/12.528125000000001_2.60525
Selective logging,Other,2.99303125,13.6881875,2017,examples/13.688187500000002_2.9930312500000005
Selective logging,Other,5.93325,9.065125,2017,examples/9.065125_5.933249999999999
Selective logging,Other,2.575446429,13.25908929,2017,examples/13.259089285714284_2.575446428571428
Selective logging,Other,2.3725,10.6945,2017,examples/10.694499999999998_2.3725
Selective logging,Other,2.734875,11.442875,2017,examples/11.442874999999999_2.7348749999999993
Selective logging,Other,4.23325,13.826375,2017,examples/13.826374999999997_4.23325
Selective logging,Other,3.820125,13.491125,2017,examples/13.491125_3.8201250000000004
Selective logging,Other,3.258275,14.864075,2017,examples/14.864074999999998_3.258275
Selective logging,Other,2.649125,13.297575,2017,examples/13.297575000000002_2.649125
Selective logging,Other,5.052125,13.430375,2017,examples/13.430375000000002_5.052124999999999
Selective logging,Other,4.842125,10.619125,2017,examples/10.619125_4.842124999999999
Selective logging,Other,3.425721154,15.14718269,2017,examples/15.147182692307693_3.4257211538461543
Selective logging,Other,2.568,13.049375,2017,examples/13.049375000000001_2.568
Selective logging,Other,2.868875,12.971375,2017,examples/12.971375000000002_2.868874999999999
Selective logging,Other,3.741625,14.776,2017,examples/14.776_3.741625
Mining,Other,3.350625,10.606625,2017,examples/10.606625_3.350625
Mining,Other,3.272125,15.580625,2017,examples/15.580625000000001_3.272125
Mining,Other,2.968946429,14.15066071,2017,examples/14.150660714285717_2.968946428571429
Mining,Other,2.64525,12.65690625,2017,examples/12.65690625_2.6452500000000003
Mining,Other,3.587375,10.621625,2017,examples/10.621625000000002_3.5873749999999993
Mining,Other,3.378625,10.583625,2017,examples/10.583625000000001_3.378625
Mining,Other,3.551525,10.773425,2017,examples/10.773424999999998_3.5515250000000003
Mining,Other,3.662041667,10.62204167,2017,examples/10.622041666666668_3.6620416666666675
Mining,Other,2.90575,12.1685,2017,examples/12.1685_2.90575
Mining,Other,2.417875,12.83525,2017,examples/12.83525_2.4178749999999996
Mining,Other,3.28125,15.583125,2017,examples/15.583124999999999_3.2812499999999996
Mining,Other,2.467125,12.825875,2017,examples/12.825875_2.467125
Mining,Other,2.564958333,9.948041667,2017,examples/9.948041666666668_2.5649583333333337
Mining,Other,3.77065,10.63955,2017,examples/10.639549999999998_3.77065
Mining,Other,2.580625,12.747125,2017,examples/12.747124999999999_2.580625
Mining,Other,3.589375,10.76666667,2017,examples/10.766666666666664_3.5893749999999986
Mining,Other,3.589125,10.618375,2017,examples/10.618375000000002_3.5891249999999997
Mining,Other,3.296625,15.616875,2017,examples/15.616875000000002_3.296625
Mining,Other,3.627125,10.752375,2017,examples/10.752375_3.6271249999999995
Mining,Other,2.614263889,12.67981944,2017,examples/12.679819444444442_2.6142638888888885
Mining,Other,3.673875,10.598375,2017,examples/10.598375000000003_3.673875
Mining,Other,3.564125,10.762,2017,examples/10.762_3.564125
Mining,Other,3.663541667,10.63854167,2017,examples/10.638541666666665_3.6635416666666663
Rubber plantation,Plantation,3.0760625,12.4513125,2018,examples/12.451312500000004_3.076062500000001
Rubber plantation,Plantation,3.223375,12.396125,2018,examples/12.396125000000001_3.223375
Fruit plantation,Plantation,4.635375,9.64075,2018,examples/9.64075_4.635375
Timber plantation,Plantation,1.807375,15.893625,2018,examples/15.893624999999998_1.8073749999999993
Timber plantation,Plantation,1.796286347,15.89018727,2018,examples/15.890187267097797_1.7962863466896797
Timber plantation,Plantation,1.834875,15.890875,2018,examples/15.890875_1.8348749999999991
Timber plantation,Plantation,2.030291667,15.83445833,2018,examples/15.834458333333334_2.030291666666667
Timber plantation,Plantation,1.80775,15.892125,2018,examples/15.892125000000002_1.8077499999999997
Timber plantation,Plantation,1.7985,15.891125,2018,examples/15.891124999999999_1.7985
Timber plantation,Plantation,1.807875,15.893125,2018,examples/15.893125000000001_1.8078750000000003
Timber plantation,Plantation,2.08525,16.059125,2018,examples/16.059125_2.08525
Timber plantation,Plantation,1.823375,15.8715,2018,examples/15.871500000000003_1.8233749999999995
Timber plantation,Plantation,2.081625,16.060125,2018,examples/16.060125_2.081625
Timber plantation,Plantation,2.031166667,15.835875,2018,examples/15.835875000000003_2.0311666666666666
Timber plantation,Plantation,2.033875,15.856625,2018,examples/15.856625_2.033875
Timber plantation,Plantation,2.084375,16.06,2018,examples/16.060000000000002_2.0843749999999996
Timber plantation,Plantation,2.082125,16.061375,2018,examples/16.061375_2.082125
Timber plantation,Plantation,1.892125,15.873625,2018,examples/15.873625_1.892125
Timber plantation,Plantation,1.8475,15.834625,2018,examples/15.834624999999997_1.847499999999999
Timber plantation,Plantation,1.942875,15.959625,2018,examples/15.959624999999999_1.9428750000000001
Timber plantation,Plantation,1.792875,15.913875,2018,examples/15.913875_1.7928749999999998
Timber plantation,Plantation,2.085053571,16.058125,2018,examples/16.058125_2.0850535714285714
Timber plantation,Plantation,2.111625,16.008,2018,examples/16.008_2.1116249999999996
Timber plantation,Plantation,2.080708333,16.06004167,2018,examples/16.060041666666663_2.0807083333333325
